sep=,

File creation date: 20/02/2016
ANNEX II (CosIng 2),Last update: 23/06/2015
LIST OF SUBSTANCES PROHIBITED IN COSMETIC PRODUCTS

Substance identification

Reference Number,Chemical name / INN,CAS Number,EC Number,Regulation,Regulated By,Other Directives/Regulations,SCCS opinions,Chemical/IUPAC Name,Identified INGREDIENTS or substances e.g.,CMR,Update date
1243,"N,N' -Dihexadecyl-N,N'-bis(2-hydroxyethyl)propanediamide; Bishydroxyethyl Biscetyl Malonamide","149591-38-8","422-560-9","(EC) No 1223/2009","2007/1/EC","","0852/04-Opinion on Bishydroxyethyl Biscetyl Malonamide (Questamide H)","","BISHYDROXYETHYL BISCETYL MALONAMIDE","Reprotoxic Cat. 2  ",15/10/2010
1244,"1 -Methyl-2,4,5-trihydroxybenzene and its salts, when used as a substance in hair dye products","1124-09-0","214-390-7","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","","",21/10/2010
1245,"2,6 -Dihydroxy-4-methylpyridine and its salts, when used as a substance in hair dye products","4664-16-8","225-108-7","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","","",21/10/2010
1246,"5 -Hydroxy-1,4-benzodioxane and its salts, when used as a substance in hair dye products","10288-36-5","233-639-0","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","","",21/10/2010
1247,"3,4 -Methylenedioxyphenol and its salts, when used as a substance in hair dye products","533-31-3","208-561-5","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","3,4-METHYLENEDIOXYPHENOL","",21/10/2010
1248,"3,4 -Methylenedioxyaniline and its salts, when used as a substance in hair dye products","14268-66-7","238-161-6","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","3,4-METHYLENEDIOXYANILINE","",21/10/2010
1249,"Hydroxypyridinone and its salts, when used as a substance in hair dye products","822-89-9","212-506-0","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","HYDROXYPYRIDINONE","",21/10/2010
1250,"3 -Nitro-4-aminophenoxyethanol and its salts, when used as a substance in hair dye products","50982-74-6","","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","3-NITRO-4-AMINOPHENOXYETHANOL","",21/10/2010
1251,"2 -Methoxy-4-nitrophenol (4-Nitroguaiacol) and its salts, when used as a substance in hair dye products","3251-56-7","221-839-0","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","4-NITROGUAIACOL","",21/10/2010
1252,"CI Acid Black 131 and its salts, when used as a substance in hair dye products","12219-01-1","","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","ACID BLACK 131","",21/10/2010
1253,"1,3,5 -Trihydroxybenzene (Phloroglucinol) and its salts, when used as a substance in hair dye products","108-73-6","203-611-2","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","PHLOROGLUCINOL","",21/10/2010
1254,"1,2,4 -Benzenetriacetate and its salts, when used as a substance in hair dye products","613-03-6","210-327-2","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","1,2,4-BENZENETRIACETATE","",21/10/2010
1255,"Ethanol, 2,2' -iminobis-, reaction products with epichlorohydrin and 2-nitro-1,4-benzenediamine (HC Blue No 5) and its salts, when used as a substance in hair dye products","68478-64-8 / 158571-58-5","","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","HC BLUE NO. 5","",21/10/2010
1256,"N -Methyl-1,4-diaminoanthraquinone, reaction products with epichlorohydrin and monoethanolamine (HC Blue No 4) and its salts, when used as a substance in hair dye products","158571-57-4","","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","HC BLUE NO. 4","",21/10/2010
1257,"4 -Aminobenzenesulfonic acid (Sulfanilic acid) and its salts, when used as a substance in hair dye products","121-57-3 / 515-74-2","204-482-5 / 208-208-5","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","SODIUM SULFANILATE","",21/10/2010
1258,"3,3' -(Sulfonylbis(2-nitro-4,1-phenylene)imino)bis(6-(phenylamino))benzenesulfonic acid and its salts, when used as a substance in hair dye products","6373-79-1","228-922-0","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","ACID BROWN 13","",15/10/2010
1259,"3(or5) -((4-(Benzylmethylamino)phenyl)azo)-1,2-(or1,4)-dimethyl-1H-1,2,4-triazolium and its salts, when used as a substance in hair dye products","89959-98-8 / 12221-69-1","289-660-0","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","BASIC RED 46","",15/10/2010
1260,"2,2' -((3-Chloro-4-((2,6-dichloro-4-nitrophenyl)azo)phenyl)imino)bisethanol (Disperse Brown 1) and its salts, when used as a substance in hair dye products","23355-64-8","245-604-7","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DISPERSE BROWN 1","",21/10/2010
1261,"Benzothiazolium, 2 -[[4-[ethyl(2-hydroxyethyl)amino]phenyl]azo]-6-methoxy-3-methyl- and its salts, when used as a substance in hair dye products","12270-13-2","235-546-0","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","BASIC BLUE 41","",15/10/2010
1262,"2 -[(4-Chloro-2-nitrophenyl)azo)-N-(2-methoxyphenyl)-3-oxobutanamide (Pigment Yellow 73) and its salts, when used as a substance in hair dye products","13515-40-7","236-852-7","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","PIGMENT YELLOW 73","",21/10/2010
1263,"2,2' -[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[3-oxo-N-phenylbutanamide] (Pigment Yellow 12) and its salts, when used as a substance in hair dye products","6358-85-6","228-787-8","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","PIGMENT YELLOW 12","",21/10/2010
1264,"2,2' -(1,2-Ethenediyl)bis[5-((4-ethoxyphenyl)azo]benzenesulfonic acid) and its salts, when used as a substance in hair dye products","2870-32-8","220-698-2","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DIRECT YELLOW 12","",15/10/2010
1265,"2,3 -Dihydro-2,2-dimethyl-6-[(4-(phenylazo)-1-naphthelenyl)azo]-1H-pyrimidine (Solvent Black 3) and its salts, when used as a substance in hair dye products","4197-25-5","224-087-1","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","SOLVENT BLACK 3","",21/10/2010
1266,"3(or5) -[[4-[(7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-1-naphthyl]azo]salicylic acid and its salts, when used as a substance in hair dye products","3442-21-5 / 34977-63-4","222-351-0 / 252-305-5","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DIRECT BLACK 51","",15/10/2010
1267,"2 -Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-[[4-[(4-sulfophenyl)azo]phenyl]azo]- and its salts, when used as a substance in hair dye products","2610-11-9","220-028-9","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DIRECT RED 81","",15/10/2010
1268,"(micro -((7,7'-Iminobis(4-hydroxy-3-((2-hydroxy-5-(N-methylsulphamoyl)phenyl)azo)naphthalene-2-sulphonato))(6-)))dicuprate and its salts, when used as a substance in hair dye products","37279-54-2","253-441-8","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DIRECT VIOLET 48","",15/10/2010
1269,"3 -[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid and its salts, when used as a substance in hair dye products","3441-14-3","222-348-4","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DIRECT RED 23","",15/10/2010
1270,"2 -Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis(4-hydroxy-3-[[2-sulfo-4-[(4-sulfophenyl)azo]phenyl]azo]-, and its salts, when used as a substance in hair dye products","2610-10-8 / 25188-41-4","220-027-3","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","DIRECT RED 80","",21/10/2010
1271,"Ethanaminium, N -(4-[bis[4-(diethylamino)phenyl]methylene]-2,5-cyclohexadien-1-ylidine)-N-ethyl- and its salts, when used as a substance in hair dye products","2390-59-2","219-231-5","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","BASIC VIOLET 4","",15/10/2010
1272,"3H -Indolium, 2-[[(4-methoxyphenyl)methylhydrazono]methyl]-1,3,3-trimethyl- and its salts, when used as a substance in hair dye products","54060-92-3","258-946-7","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","BASIC YELLOW 28","",15/10/2010
1273,"3H -Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl]-1,3,3-trimethyl- and its salts, when used as a substance in hair dye products","4208-80-4","224-132-5","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","BASIC YELLOW 11","",15/10/2010
1274,"Nigrosine spirit soluble (Solvent Black 5) and its salts, when used as a substance in hair dye products","11099-03-9","","(EC) No 1223/2009","2007/54/EC","","0484/01-Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk;0553/02-Assessment Strategies for Hair Dyes;0797/04-Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004;0807/04-Opinion concerning Hair Dyes without File submitted;0930/05-Opinion on Personal Use of Hair Dyes and Cancer Risk","","SOLVENT BLACK 5","",21/10/2010
